Order	Cross	Distance
Orthoptera	Chorthippus_albomarginatus_X_Chorthippus_karelini	0.0121739130434783
Orthoptera	Chorthippus_albomarginatus_X_Chorthippus_oschei	0.0121739130434783
Orthoptera	Chorthippus_biguttulus_X_Chorthippus_brunneus	0.00303951367781155
Orthoptera	Chorthippus_biguttulus_X_Chorthippus_mollis	0.00151975683890578
Orthoptera	Chorthippus_brunneus_X_Chorthippus_jacobsi	0.00871080139372822
Orthoptera	Chorthippus_oschei_X_Chorthippus_karelini	0.00695652173913044
Orthoptera	Chorthippus_parallelus_X_Chorthippus_montanus	0.0440729483282675
Orthoptera	Cyphoderris_buckelli_X_Cyphoderris_monstrosa	0.0721804511278196
Orthoptera	Gryllus_bimaculatus_X_Gryllus_campestris	0.033434650455927
Orthoptera	Gryllus_firmus_X_Gryllus_pennsylvanicus	0.0106544901065449
Orthoptera	Stenobothrus_rubicundulus_X_Stenobothrus_clavatus	0.00104712041884817
Orthoptera	Tetrix_ceperoi_X_Tetrix_subulata	0.132218844984802
Orthoptera	Tetrix_undulata_X_Tetrix_subulata	0.135258358662614
Diptera	Anastrepha_bistrigata_X_Anastrepha_striata	0.0218068535825545
Diptera	Anastrepha_fraterculus_X_Anastrepha_obliqua	0.0138522427440633
Diptera	Anopheles_albitarsis_X_Anopheles_deaneorum	0.0300653594771242
Diptera	Anopheles_gambiae_X_Anopheles_coluzzii	0.0208197787898504
Diptera	Anopheles_merus_X_Anopheles_coluzzii	0.0295698924731183
Diptera	Anopheles_merus_X_Anopheles_gambiae	0.0182309250506415
Diptera	Anopheles_sinensis_X_Anopheles_pullus	0.0493653032440056
Diptera	Bactrocera_tryoni_X_Bactrocera_neohumeralis	0.00736771600803751
Diptera	Chironomus_riparius_X_Chironomus_piger	0.146017699115044
Diptera	Drosophila_lini_X_Drosophila_ogumai	0.0137075718015666
Diptera	Drosophila_mojavensis_X_Drosophila_arizonae	0.0227963525835866
Diptera	Drosophila_neotestacea_X_Drosophila_orientacea	0.0502958579881657
Diptera	Drosophila_nepalensis_X_Drosophila_trilutea	0.00764525993883792
Diptera	Drosophila_novamexicana_X_Drosophila_americana	0.0091324200913242
Diptera	Drosophila_ogumai_X_Drosophila_ohnishii	0.0143509458577952
Diptera	Drosophila_parapallidosa_X_Drosophila_ananassae	0.181240063593005
Diptera	Drosophila_silvestris_X_Drosophila_heteroneura	0.00621546961325967
Diptera	Drosophila_testacea_X_Drosophila_neotestacea	0.0531757754800591
Diptera	Drosophila_testacea_X_Drosophila_orientacea	0.0428994082840237
Diptera	Drosophila_virilis_X_Drosophila_americana	0.0547132498352011
Diptera	Drosophila_virilis_X_Drosophila_novamexicana	0.0566908371786421
Diptera	Evandromyia_carmelinoi_X_Evandromyia_lenti	0.00303951367781155
Diptera	Liriomyza_trifolii_X_Liriomyza_sativae	0.0772251308900524
Diptera	Lutzomyia_pseudolongipalpis_X_Lutzomyia_longipalpis	0.0933786078098472
Diptera	Phlebotomus_papatasi_X_Phlebotomus_bergeroti	0.00439882697947214
Diptera	Phlebotomus_papatasi_X_Phlebotomus_duboscqi	0.101071975497703
Diptera	Rhagoletis_berberis_X_Rhagoletis_suavis	0.0532544378698225
Diptera	Rhagoletis_cingulata_X_Rhagoletis_indifferens	0.000827814569536424
Diptera	Rhagoletis_completa_X_Rhagoletis_zoqui	0.002
Diptera	Rhagoletis_indifferens_X_Rhagoletis_basiola	0.0795533845080251
Diptera	Rhagoletis_indifferens_X_Rhagoletis_cingulata	0.000827814569536424
Diptera	Rhagoletis_indifferens_X_Rhagoletis_pomonella	0.0745341614906832
Diptera	Rhagoletis_indifferens_X_Rhagoletis_suavis	0.0527404343329886
Diptera	Rhagoletis_mendax_X_Rhagoletis_zephyria	0.00439882697947214
Diptera	Rhagoletis_pomonella_X_Rhagoletis_basiola	0.0869130869130869
Diptera	Rhagoletis_pomonella_X_Rhagoletis_suavis	0.0738522954091816
Diptera	Sepsis_neocynipsea_X_Sepsis_cynipsea	0.00574712643678161
Diptera	Sepsis_pyrrhosoma_X_Sepsis_flavimana	0.0641940085592011
Diptera	Urophora_affinis_X_Urophora_quadrifasciata	0.0425531914893617
Diptera	Zonosemata_electa_X_Rhagoletis_pomonella	0.11789038262668
Hymenoptera	Aphidius_microlophii_X_Aphidius_eadyi	0.0603829160530191
Hymenoptera	Apis_cerana_X_Apis_mellifera	0.10864040660737
Hymenoptera	Camponotus_herculeanus_X_Camponotus_ligniperda	0.0745614035087719
Hymenoptera	Nasonia_giraulti_X_Nasonia_vitripennis	0.0978635423845624
Hymenoptera	Nasonia_longicornis_X_Nasonia_vitripennis	0.0957960027567195
Hymenoptera	Neodiprion_pinetum_X_Neodiprion_lecontei	0.00674373795761079
Hymenoptera	Plutella_xylostella_X_Plutella_australiana	0.0649180327868853
Hymenoptera	Polistes_fuscatus_X_Polistes_metricus	0.0321395775941231
Hymenoptera	Trissolcus_plautiae_X_Trissolcus_japonicus	0.123867069486405
Odonata	Aeshna_affinis_X_Aeshna_cyanea	0.0887978142076503
Odonata	Aeshna_canadensis_X_Aeshna_subarctica	0.0562310030395137
Odonata	Aeshna_cyanea_X_Aeshna_juncea	0.0636986301369863
Odonata	Aeshna_cyanea_X_Cordulegaster_boltonii	0.161825726141079
Odonata	Aeshna_cyanea_X_Sympetrum_striolatum	0.189761092150171
Odonata	Aeshna_grandis_X_Aeshna_viridis	0.0300500834724541
Odonata	Aeshna_interrupta_X_Aeshna_canadensis	0.0501519756838906
Odonata	Aeshna_juncea_X_Aeshna_mixta	0.0783801436969301
Odonata	Aeshna_subarctica_X_Aeshna_canadensis	0.0562310030395137
Odonata	Aeshna_subarctica_X_Aeshna_juncea	0.034640522875817
Odonata	Aeshna_subarctica_X_Aeshna_mixta	0.0729641693811075
Odonata	Anax_imperator_X_Aeshna_juncea	0.0925050641458474
Odonata	Anax_imperator_X_Anax_parthenope	0.0135869565217391
Odonata	Anax_imperator_X_Cordulegaster_boltonii	0.161379310344828
Odonata	Anax_junius_X_Anax_strenuus	0.0197568389057751
Odonata	Anax_junius_X_Anax_walsinghami	0.0283505154639175
Odonata	Anax_nigrofasciatus_X_Anax_parthenope	0.0201450443190975
Odonata	Anax_parthenope_X_Anax_nigrofasciatus	0.0201450443190975
Odonata	Argia_emma_X_Argia_vivida	0.14320987654321
Odonata	Argia_emma_X_Enallagma_carunculatum	0.162079510703364
Odonata	Argia_plana_X_Argia_moesta	0.181592039800995
Odonata	Argia_sedula_X_Enallagma_basidens	0.18960244648318
Odonata	Argia_tibialis_X_Argia_moesta	0.168693009118541
Odonata	Argia_tibialis_X_Lestes_dryas	0.173252279635258
Odonata	Boyeria_grafiana_X_Boyeria_vinosa	0
Odonata	Brachytron_pratense_X_Libellula_quadrimaculata	0.153585926928281
Odonata	Calopteryx_aequabilis_X_Calopteryx_maculata	0.126331811263318
Odonata	Calopteryx_dimidiata_X_Calopteryx_maculata	0.170471841704718
Odonata	Calopteryx_haemorrhoidalis_X_Calopteryx_splendens	0.141337386018237
Odonata	Calopteryx_splendens_X_Calopteryx_virgo	0.10814332247557
Odonata	Calopteryx_splendens_X_Platycnemis_pennipes	0.203257328990228
Odonata	Calopteryx_virgo_X_Calopteryx_splendens	0.10814332247557
Odonata	Calopteryx_virgo_X_Pyrrhosoma_nymphula	0.189453125
Odonata	Chalcolestes_parvidens_X_Chalcolestes_viridis	0.0991350632069195
Odonata	Chalcolestes_viridis_X_Erythromma_viridulum	0.18957654723127
Odonata	Chalcolestes_viridis_X_Lestes_barbarus	0.172757475083056
Odonata	Chalcolestes_viridis_X_Lestes_dryas	0.144736842105263
Odonata	Chalcolestes_viridis_X_Lestes_sponsa	0.157755775577558
Odonata	Chalcolestes_viridis_X_Lestes_virens	0.175603217158177
Odonata	Chalcolestes_viridis_X_Sympecma_fusca	0.153745928338762
Odonata	Coenagrion_ornatum_X_Platycnemis_pennipes	0.168275862068966
Odonata	Coenagrion_puella_X_Coenagrion_pulchellum	0.00527009222661397
Odonata	Coenagrion_puella_X_Enallagma_cyathigerum	0.137075718015666
Odonata	Coenagrion_pulchellum_X_Coenagrion_puella	0.00527009222661397
Odonata	Copera_marginipes_X_Ceriagrion_cerinorubellum	0.162995594713656
Odonata	Cordulegaster_bilineata_X_Cordulegaster_diastatops	0.0559210526315789
Odonata	Cordulegaster_boltonii_X_Somatochlora_metallica	0.195862068965517
Odonata	Cordulia_aenea_X_Epitheca_bimaculata	0.121580547112462
Odonata	Cordulia_aenea_X_Somatochlora_flavomaculata	0.122635355512068
Odonata	Crocothemis_erythraea_X_Trithemis_annulata	0.161290322580645
Odonata	Deielia_phaon_X_Orthetrum_albistylum	0.170522141440846
Odonata	Diplacodes_lefebvrii_X_Trithemis_arteriosa	0.170212765957447
Odonata	Dorocordulia_libera_X_Epitheca_canis	0.113981762917933
Odonata	Dromogomphus_spinosus_X_Stylurus_plagiatus	0.156534954407295
Odonata	Elattoneura_glauca_X_Allocnemis_leucosticta	0.185410334346505
Odonata	Enallagma_anna_X_Enallagma_carunculatum	0.0522875816993464
Odonata	Enallagma_anna_X_Enallagma_civile	0.0522875816993464
Odonata	Enallagma_aspersum_X_Enallagma_civile	0.0076103500761035
Odonata	Enallagma_aspersum_X_Enallagma_geminatum	0.0091324200913242
Odonata	Enallagma_boreale_X_Enallagma_carunculatum	0.0763358778625954
Odonata	Enallagma_boreale_X_Enallagma_cyathigerum	0.027355623100304
Odonata	Enallagma_carunculatum_X_Argia_emma	0.162079510703364
Odonata	Enallagma_carunculatum_X_Enallagma_basidens	0.149618320610687
Odonata	Enallagma_carunculatum_X_Enallagma_boreale	0.0763358778625954
Odonata	Enallagma_carunculatum_X_Enallagma_civile	0.00152671755725191
Odonata	Enallagma_carunculatum_X_Ischnura_cervula	0.130637636080871
Odonata	Enallagma_carunculatum_X_Ischnura_perparva	0.164086687306502
Odonata	Enallagma_civile_X_Argia_moesta	0.179331306990881
Odonata	Enallagma_civile_X_Argia_vivida	0.17487684729064
Odonata	Enallagma_civile_X_Enallagma_aspersum	0.0076103500761035
Odonata	Enallagma_civile_X_Enallagma_carunculatum	0.00152671755725191
Odonata	Enallagma_cyathigerum_X_Chalcolestes_viridis	0.189171559034573
Odonata	Enallagma_cyathigerum_X_Coenagrion_puella	0.137075718015666
Odonata	Enallagma_cyathigerum_X_Enallagma_boreale	0.027355623100304
Odonata	Enallagma_cyathigerum_X_Enallagma_praevarum	0.470517448856799
Odonata	Enallagma_cyathigerum_X_Enallagma_vernale	0.489077669902913
Odonata	Enallagma_cyathigerum_X_Lestes_dryas	0.181286549707602
Odonata	Enallagma_ebrium_X_Enallagma_boreale	0.00151975683890578
Odonata	Enallagma_ebrium_X_Enallagma_hageni	0
Odonata	Enallagma_hageni_X_Ischnura_cervula	0.122291021671827
Odonata	Enallagma_pollutum_X_Enallagma_dubium	0.0357142857142857
Odonata	Enallagma_pollutum_X_Enallagma_signatum	0.507621951219512
Odonata	Enallagma_praevarum_X_Enallagma_cyathigerum	0.470517448856799
Odonata	Enallagma_signatum_X_Enallagma_pollutum	0.507621951219512
Odonata	Epitheca_spinigera_X_Epitheca_cynosura	0.0121580547112462
Odonata	Gomphurus_externus_X_Gomphurus_fraternus	0.00759878419452888
Odonata	Gomphus_crassus_X_Gomphurus_vastus	0.0060790273556231
Odonata	Gomphus_crassus_X_Ophiogomphus_rupinsulensis	0.145896656534954
Odonata	Gomphus_fraternus_X_Gomphus_externus	0.00759878419452888
Odonata	Gomphus_simillimus_X_Gomphus_vulgatissimus	0.0654490106544901
Odonata	Hetaerina_americana_X_Argia_plana	0.203980099502488
Odonata	Hetaerina_americana_X_Calopteryx_maculata	0.203647416413374
Odonata	Ischnura_aurora_X_Xanthocnemis_zealandica	0.146645865834633
Odonata	Ischnura_barberi_X_Ischnura_ramburii	0.122916666666667
Odonata	Ischnura_damula_X_Ischnura_demorsa	0.00415800415800416
Odonata	Ischnura_demorsa_X_Ischnura_damula	0.00415800415800416
Odonata	Ischnura_denticollis_X_Ischnura_gemina	0.0388768898488121
Odonata	Ischnura_elegans_X_Calopteryx_splendens	0.186031331592689
Odonata	Ischnura_elegans_X_Chalcolestes_viridis	0.186562296151337
Odonata	Ischnura_elegans_X_Coenagrion_puella	0.143696930111039
Odonata	Ischnura_elegans_X_Coenagrion_pulchellum	0.146710526315789
Odonata	Ischnura_elegans_X_Enallagma_cyathigerum	0.129980404964076
Odonata	Ischnura_elegans_X_Erythromma_lindenii	0.167864141084259
Odonata	Ischnura_elegans_X_Erythromma_najas	0.164228723404255
Odonata	Ischnura_elegans_X_Ischnura_fountaineae	0.0145530145530146
Odonata	Ischnura_elegans_X_Ischnura_genei	0.00592592592592593
Odonata	Ischnura_elegans_X_Ischnura_graellsii	0.00156985871271586
Odonata	Ischnura_elegans_X_Ischnura_saharensis	0
Odonata	Ischnura_elegans_X_Lestes_sponsa	0.182178217821782
Odonata	Ischnura_elegans_X_Pyrrhosoma_nymphula	0.153294194390085
Odonata	Ischnura_elegans_X_Sympecma_fusca	0.196999347684279
Odonata	Ischnura_erratica_X_Lestes_disjunctus	0.188925081433225
Odonata	Ischnura_genei_X_Ischnura_elegans	0.00592592592592593
Odonata	Ischnura_genei_X_Ischnura_graellsii	0.00786163522012579
Odonata	Ischnura_genei_X_Ischnura_saharensis	0.00741839762611276
Odonata	Ischnura_graellsii_X_Ischnura_elegans	0.00156985871271586
Odonata	Ischnura_graellsii_X_Ischnura_genei	0.00786163522012579
Odonata	Ischnura_graellsii_X_Ischnura_saharensis	0
Odonata	Ischnura_perparva_X_Enallagma_anna	0.156862745098039
Odonata	Ischnura_pumilio_X_Coenagrion_puella	0.148631029986962
Odonata	Ischnura_pumilio_X_Enallagma_cyathigerum	0.139281129653402
Odonata	Ischnura_pumilio_X_Ischnura_elegans	0.12133072407045
Odonata	Ischnura_pumilio_X_Ischnura_graellsii	0.133437990580848
Odonata	Ischnura_saharensis_X_Ischnura_graellsii	0
Odonata	Lestes_barbarus_X_Chalcolestes_viridis	0.172757475083056
Odonata	Lestes_barbarus_X_Lestes_dryas	0.131578947368421
Odonata	Lestes_barbarus_X_Lestes_sponsa	0.11185086551265
Odonata	Lestes_disjunctus_X_Chalcolestes_viridis	0.145896656534954
Odonata	Lestes_disjunctus_X_Enallagma_cyathigerum	0.167173252279635
Odonata	Lestes_dryas_X_Lestes_sponsa	0.0482456140350877
Odonata	Lestes_inaequalis_X_Lestes_disjunctus	0.0228310502283105
Odonata	Lestes_rectangularis_X_Lestes_congener	0.120060790273556
Odonata	Lestes_rectangularis_X_Lestes_unguiculatus	0.0258358662613982
Odonata	Lestes_sponsa_X_Ceriagrion_tenellum	0.14741641337386
Odonata	Lestes_sponsa_X_Chalcolestes_viridis	0.157755775577558
Odonata	Lestes_sponsa_X_Enallagma_cyathigerum	0.174917491749175
Odonata	Lestes_sponsa_X_Erythromma_najas	0.184840425531915
Odonata	Lestes_sponsa_X_Lestes_barbarus	0.11185086551265
Odonata	Lestes_sponsa_X_Lestes_temporalis	0.13548951048951
Odonata	Lestes_sponsa_X_Lestes_virens	0.126675603217158
Odonata	Lestes_sponsa_X_Sympecma_paedisca	0.149361022364217
